api_featured_image,brand,category,currency,description,id,name,price,price_sign,product_api_url,product_link,product_type,website_link,product_colors/colour_name,product_colors/hex_value,no_talc,sugar_free,peanut_free_product,cruelty_free,silicone_free,gluten_free,chemical_free,dairy_free,water_free,hypoallergenic,vegan,ecocert,purpicks,non_gmo,certclean,ewg_verified,oil_free,alcohol_free,canadian,organic,usda_organic,fair_trade,natural
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/372/original/open-uri20171223-4-1dn9nbh?1514063310,nyx,mineral,,"Want a matte finish to help you achieve a flawless complexion? The NYX Stay Matte Not Flat Powder Foundation is the perfect finish to flatter all skin tones! Features:Get a naturally flawless look with minimal effortComes in a variety of shades to suit your skin toneProvides the perfect shine-free finish that lasts all dayMineral enriched, talc and oil freeWater & sweat resistantFeels like silk on skinIngredients: Nylon-12, Hydrogenated Polyisobutene, Magnesium Stearate, Silica, Phenyl Trimethicone, Bis-Diglyceryl Polyacyladipate-2, Cyclopentasiloxane, Dimethiconol, Zinc Stearate, Boron Nitride, Methylparaben, Propylparaben, Tocopheryl Acetate. MAY CONTAIN / PEUT CONTENIR (+/-): Mica,Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499). ",372,NYX Stay Matte But Not Flat Powder Foundation,10.99,,http://makeup-api.herokuapp.com/api/v1/products/372.json,https://well.ca/products/nyx-stay-matte-but-not-flat-powder_106554.html?cat=582,foundation,https://well.ca,Ivory ;Natural  ;Soft Beige  ,#E9CEB1;#E8C29E;#E3BA94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/371/original/open-uri20171223-4-13ofctx?1514063315,milani,cream,,"Meet your new photo-opp BFF. This oil-free, not-quite-foundation - a complexion perfector if ever there was one - glides on as a cream and magically morphs into a powder. Laced with light diffusers for minimizing imperfections, it yields a soft matte, camera-ready finish.Features:Silky, creamy-smooth easy application, blends to a natural matte powder finishOptical light diffusers minimize imperfectionsMirror & sponge applicator includedStreak-freeEasy to useApplication: Apply cream to powder foundation evenly all over face with provided flocked sponge, beginning at the center of the face and blending outward.  Tips: Can be used as a corrector to cover up dark circles and blemishes. For light to medium coverage, apply in circular motions. For more full coverage, use a patting or stippling motion. Ingredients: Dimethicone, Isopropyl Isostearate, Neopentyl Glycol Diethylhexanoate, Tribehenin, Isostearyl Behenate, Silica, Nylon-12, Tridecyl Trimellitate, Talc, Euphorbia Cerifera Cera (Candelilla Wax), Myristyl Myristate, Polyethylene, Trimethylsiloxysilicate, Sorbitan Trioleate, Tocopheryl Acetate, Isopropyl Titanium Triisostearate, Ethylene/Methacrylate Copolymer, Lauroyl Lysine, Myristyl Laurate, Fragrance (Parfum), Propylparaben, Retinyl Palmitate, Glycine Soja (Soybean) Oil, Myristyl Alcohol, Camellia Sinensis Leaf Extract, Benzyl Alcohol, Coumarin, Limonene, Benzyl Salicylate, Linalool, Citronellol, Benzyl Benzoate, Geraniol. +/- May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultamarines (CI 77007). ",371,Milani Cream-To-Powder Makeup,10.99,,http://makeup-api.herokuapp.com/api/v1/products/371.json,https://well.ca/products/milani-cream-to-powder-makeup_12180.html?cat=581,foundation,https://well.ca,Buff ;Medium Beige ;Sand ;Spiced Almond ,#E7C1AD;#CDA08E;#C58160;#AC6F48,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/370/original/open-uri20171223-4-ev2twx?1514063310,physicians formula,powder,,"Physicians Formula Mineral Wear Flawless Complexion Kit is ideal for extra sensitive or breakout-prone skin! The ultra-gentle, minimalist formulations help reduce irritation and breakout.Kit Includes: Physicians Formula Mineral Wear Talc-Free Mineral Blush (5.5 g) Mineral Wear Talc-Free Mineral Face Powder 				(9 g)Mineral Wear Talc-Free Matte Finishing Veil (16.5 g) - Translucent",370,Physicians Formula Mineral Wear Flawless Complexion Kit ,29.99,,http://makeup-api.herokuapp.com/api/v1/products/370.json,https://well.ca/products/physicians-formula-mineral-wear_58605.html?cat=1977,blush,https://well.ca,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/369/original/open-uri20171223-4-1dnyc8c?1514063310,physicians formula,mineral,,"Physicians Formula Mineral Wear Flawless Complexion Kit is ideal for 
extra sensitive or breakout-prone skin! The ultra-gentle, minimalist 
formulations help reduce irritation and breakout.Kit Includes: Mineral Wear Talc-Free Mineral Correcting Concealer (11.6 g) - Cover + HighlightMineral Wear Talc-Free Mineral Correcting Powder 				(8.2 g)Mineral Wear Talc-Free Mineral Loose Powder (10 g) ",369,Physicians Formula Mineral Wear Correcting Kit ,29.99,,http://makeup-api.herokuapp.com/api/v1/products/369.json,https://well.ca/products/physicians-formula-mineral-wear_58609.html?cat=582,foundation,https://well.ca,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/368/original/open-uri20171223-4-1g1823t?1514063309,physicians formula,mineral,,"Physicians Formula Mineral Wear Airbrushing Pressed Powder's ultra-fine mineral powder delivers impeccable coverage for a flawless airbrushed finish. Visibly reduces the appearance of fine lines, wrinkles, pores and sun damage.Directions for Use: Apply liberally 15 minutes before sun exposure.  Use water resistant 
sunscreen if swimming or sweating.  Reapply at least every 2 hours.  
Children under 6 months: Ask a doctor.  Sun Protection Measures.  
Spending time in the sun increases your risk of skin cancer and early 
skin aging.  To decrease this risk, regularly use a sunscreen with a 
broad spectrum SPF of 15 or higher and other sun protection measures 
including: limit time in the sun, especially 10 a.m. - 2 p.m. Wear 
long-sleeve shirts, pants, hats, and sunglasses.Ingredients: Titanium Dioxide, Zinc Oxide. Inactive Ingredients: Mica, Zinc Stearate,
 Tricaprylin, Boron Nitride, Lauroyl Lysine, Camellia Oleifera Leaf 
Extract, Chamomilla Recutita (Matricaria) Flower Extract, Ginkgo Biloba 
Leaf Extract, Panax Ginseng Root Extract, Carthamus Tinctorius 
(Safflower) Seed Oil, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl 
Palmitate, Magnesium Silicate, Chlorphenesin, Potassium Sorbate, Sodium 
Dehydroacetate, May Contain: Iron Oxides, Titanium Dioxide.Hypoallergenic. Fragrance free. Paraben free. Non-Comedogenic. Dermatologist approved. ",368,Physicians Formula Mineral Wear Airbrushing Pressed Powder ,19.99,,http://makeup-api.herokuapp.com/api/v1/products/368.json,https://well.ca/products/physicians-formula-mineral-wear_58593.html?cat=582,foundation,https://well.ca,Translucent (7586C) ;Creamy Natural (7587C) ,#ffffee;#ecc9a3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/367/original/data?1514063309,pure anada,mineral,,"Pure Anada Pressed Sheer Matte Foundation Pan is sheer, and matte and comes in a convenient pan form. Perfect to pop into your own magnetic compact like the Pure Ananda Reusable Magnetic Compact. Design your own palette! Shade Range: Ingredients: Mica, Titanium Dioxide, Zinc Oxide, Silica, Boron Nitride, Iron 
Oxides, Ultramarines, *Simmondsia Chinensis ( Jojoba) Seed 
Oil,  Caprylic/capric triglyceride
*Certified Organic Ingredients",367,Pure Anada Pressed Sheer Matte Foundation Pan,19.0,,http://makeup-api.herokuapp.com/api/v1/products/367.json,https://well.ca/products/pure-anada-pressed-sheer-matte_83508.html,foundation,https://well.ca,Porcelain (Ultra Fair) ;Light ,#ecd1bb;#E3B89B,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/366/original/open-uri20171223-4-q5cytj?1514063309,maybelline,mineral,,"Why You'll Love ItMineral Power Powder Foundation with micro-minerals provides a more natural, healthier, luminous look.
Discover the natural power of micro-minerals:
100% natural mica creates a more natural luminosity Complete, yet refined coverage Provides buildable, even coverage Preservative-free, talc-free, oil-free, fragrance-free Medium to Full Coverage",366,Maybelline Mineral Power Natural Perfecting Powder Foundation,14.99,,http://makeup-api.herokuapp.com/api/v1/products/366.json,https://well.ca/products/maybelline-mineral-power-natural_5900.html?cat=582,foundation,https://well.ca,Classic Ivory ,#FFD59E,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/365/original/open-uri20171223-4-15ax46q?1514063309,physicians formula,mineral,,"Physicians Formula Talc-Free Mineral Wear Airbrushing Loose Powder is an ultra-fine mineral powder delivers impeccable coverage for a flawless airbrushed finish. Visibly reduces the appearance of fine lines, wrinkles, pores and sun damage. Formulated with soothing plant extracts, protective antioxidants, nourishing Vitamins C and E. The result is a visibly firm, smooth, healthy and youthful complexion.Directions for Use: May be worn alone or over makeup. Invert jar and gently tap to allow 
powder to gather in tray. Open the sifter lid and lightly buff powder 
over face and neck to even out complexion. For the most even 
application, be sure to tap excess powder from brush before applying.  
For best results on dry to very dry skin, apply moisturizer prior to 
using powder.Ingredients: Mica. Boron Nitride. Zinc Stearate. Lauroyl Lysine.  Tricaprylin. 
Magnesium Silicate. Carthamus Tinctorius (Safflower) Seed Oil. 
Chamomilla Recutita (Matricaria) Flower Extract. Panax Ginseng Root 
Extract. Ginkgo Biloba Leaf Extract. Camellia Oleifera Leaf Extract. 
Ascorbyl Palmitate. Tocopheryl Acetate. Retinyl Palmitate. 
Chlorphenesin. Potassium Sorbate. Sodium Dehydroacetate. May Contain: 
Iron Oxides. Titanium Dioxide.Hypoallergenic. Fragrance free. Paraben free. Dermatologist approved. Non-Comedogenic.",365,Physicians Formula Mineral Wear Airbrushing Loose Powder ,14.99,,http://makeup-api.herokuapp.com/api/v1/products/365.json,https://well.ca/products/physicians-formula-mineral-wear_58573.html?cat=582,foundation,https://well.ca,Translucent Light (7314C) ;Creamy Natural (7315C) ;Natural Beige (7316C) ,#f3e2dc;#fce3d6;#f5d6c1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/364/original/data?1514063309,pure anada,mineral,,"Pure Anada mineral foundation has the ability to provide full coverage, 
while still feeling light and natural. No more silicone based 
foundations that can stifle your pores. With Pure Anada your skin can 
“breathe”. This results in a healthier, younger looking complexion.You can be assured that when you use Pure Anada, you are using a truly natural product. Pure Anada has done the research, and are committed to using the safest, purest ingredients available. It is not necessary to add preservatives to this loose mineral products. The raw minerals used in Pure Anada are inert, and do not support the growth of bacteria, mold or fungi.Pure Ananda boasts an extensive array of mineral colors to suit all skin tones, and personal preferences. With the proper application techniques, Pure Anada mineral cosmetics can be used by all women! Mature skin types enjoy the light, luminous texture, while problematic skin types take advantage of the full, soothing coverage. These products are concentrated; a little goes a long way!  This makes Pure Anada very affordable. We want The mineral ingredients in Pure Anada have properties that are beneficial to your skin! For example: Titanium Dioxide reflects the sun’s harsh rays away from your skin. Zinc Oxide soothes irritation, and Silica blurs fine lines and wrinkles.Shade Range: Ingredients: Mica, Titanium Dioxide, Zinc Oxide, Silica, Boron Nitride, Iron Oxides, Ultramarines Note: Deeper, global foundation shades do not contain Titanium Dioxide.Brush not included.",364,Pure Anada Loose Mineral Foundation ,12.0,,http://makeup-api.herokuapp.com/api/v1/products/364.json,https://well.ca/products/pure-anada-loose-mineral-foundation_83210.html,foundation,https://well.ca,Amber Honey (Deep - Yellow Tone) ;Beige in Banff (Medium - Cool Tones) ;Caramel  ;Cinnamon ;Cocoa ;Hazelnut ;Ivory Chinook (Fair - Warm Tones) ;Pacific Tan (Medium - Neutral Tones) ;Prairie Rose (Fair - Cool Tones) ,#906832;#C48B5E;#8F5E31;#5D2E17;#322415;#583B1C;#FBD8A8;#936F44;#F7AC8C,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/362/original/data?1514063308,covergirl,liquid,,"CoverGirl Outlast Stay Luminous Foundation is perfect for achieving
a dewy finish and a subtle glow. It is oil-free, with a non-greasy formula gives 
your skin a natural luminosity that lasts all day! This all day foundation hydrates skin while providing 
flawless coverage.Features: Oil-freeLong lastingGive your skin a natural glowing lookDirections: Apply primer first to help your look last all day.Dot foundation on forehead, cheeks and chin. Blend using fingertips, or a makeup sponge if desired.Use a Pressed Powder to finish and voila! Your look is ready to last.",362,CoverGirl Outlast Stay Luminous Foundation Creamy Natural (820) ,12.49,,http://makeup-api.herokuapp.com/api/v1/products/362.json,https://well.ca/products/covergirl-outlast-stay-luminous_105789.html,foundation,https://well.ca,Creamy Natrual (820);Buff Beige (825);Medium Beige (842);Classic Ivory (810),#E6C29B;#E6C29B;#E4C5A2;#E3C8A3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/356/original/data?1514063307,mineral fusion,liquid,,"Mineral Fusion Liquid Foundation is a luxurious, full-coverage mineral foundation that blends easily for naturally flawless skin.  With a unique fusion of antioxidant-rich Rosehip Oil, Pomegranate, and Vitamin C plus the collagen-boosting Peptide help firm skin and prevent signs of aging without a heavy or greasy feeling.  Formulated with only the safest, most gentle ingredients, the natural UV protection of minerals, plus skin-soothing Licorice Root, Aloe Vera, and Lavender and nourishing Shea Butter. Great for use on all skin types.Features:Flawless, Full CoverageAge-DefyingSkin-SoothingFree of artificial colour or fragranceParaben FreeCruelty FreePhthalate FreeHypo-allergenicIngredients: Aqua, Caprylic/capric triglyceride, Cera alba, Stearic acid, Glycerol caprylate, Glycol palmitate, Glyceryl stearate, Silica, Oryza Sativa (Rice) starch, Mica, Dimethicone, Butyrospermum Parkii (Shea Butter) Fruit, Palmitoyl Tripeptide-5, Aloe Barbadensis (Aloe) Leaf extract, Roman Anthemis Nobilis (Chamomile) extract, Lavandula Angustifolia (Lavender) extract, Punica Granatum (Pomegranate) extract, Glycyrrhiza glabra (Licorice) Root Powder, L-ascorbic-acid (Vitamin C), Tocopherol (Vitamin E), Phenoxyethanol. MAY CONTAIN (+/-): Titanium dioxide, Black Iron oxide, Red Iron Oxide, Yellow Iron Oxide.",356,Mineral Fusion Liquid Foundation,37.0,,http://makeup-api.herokuapp.com/api/v1/products/356.json,https://well.ca/products/mineral-fusion-liquid-foundation_119099.html,foundation,https://well.ca,Olive 2 - for olive skin with green undertones ;Warm 1 - for light to medium skin with golden undertones ,#C28C5E;#D7C1B3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/354/original/open-uri20171223-4-ouczfl?1514063316,maybelline,cream,,"This Maybelline Dream Velvet Foundation is a refreshing gel-whipped foundation that leaves complexion perfected and smooth with a velvety, soft-matte finish. Skin stays hydrated for 12 hours. Features:Maybelline’s first hydrating matte foundation for 100% velvet-smooth perfectionUnique gel-whipped formulaIdeal for normal to combination skin, medium coverage For best results apply Maybelline Dream Velvet Foundation using Maybelline Dream Blender",354,Maybelline Dream Velvet Foundation,18.49,,http://makeup-api.herokuapp.com/api/v1/products/354.json,https://well.ca/products/maybelline-dream-velvet-foundation_112738.html?cat=581,foundation,https://well.ca,Caramel ;Classic Ivory ;Sandy Beige  ;Warm Porcelain ;Coconut ;Creamy Natural  ;Honey Beige  ;Ivory ;Natural Beige ;Nude  ;Porcelain Ivory ;Pure Beige ,#D39D7B;#F5CAB9;#EFC2A1;#FAE2D6;#B37560;#F3BEAC;#E4A890;#F6D2BC;#E2B598;#F1BEAB;#F8E0D4;#EEBAA4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/353/original/open-uri20171223-4-q9ubsf?1514063307,maybelline,liquid,,"The Maybelline Superstay Better Skin Foundation reduces the appearance of spots, bumps, dullness and redness to give you brighter, smoother and more even skin. Features:Longwear that improves skin every minute you're in it: brighter, smoother and more even.With micro-flex technology and the antioxidant power of Actyl-C.Ideal for sensitive skin. Good for all skin types. Medium to full coverageHow to Apply: Apply evenly to your face and blend with your fingers. ",353,Maybelline Superstay Better Skin Foundation ,14.99,,http://makeup-api.herokuapp.com/api/v1/products/353.json,https://well.ca/products/maybelline-superstay-better-skin_112548.html,foundation,https://well.ca,Coconut  ;Ivory ;Porcelain ;Rich Tan  ;Sun Beige  ,#9A6438;#DCBCA3;#ECD3B2;#C99F6D;#CA9B5F,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/352/original/open-uri20171223-4-1ep703w?1514063306,nyx,liquid,,"NYX Stay Matte But Not Flat Liquid Foundation provides full coverage with a mineral enriched matte finish. The oil-free and water-based formula is perfect whether you are in the studio or out and about all day! Features:Oil freeWater basedFull coverageMineral enrichedMatte finishIngredients: Water / Aqua / Eau, Cyclopentasiloxane, Cyclohexasiloxane, Cetyl Ethylhexanoate, Beeswax / Cera Alba / Cire d’Abeille, Disteardimonium Hectorite Propylene Carbonate, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Glyceryl Laurate, Stearyl Dimethicone, Polyglyceryl-4 Oleate, Phenoxyethanol,Methylparaben, Tocopheryl Acetate, Ascorbyl Palmitate, Butylparaben, Ethylparaben, Propylparaben. MAY CONTAIN / PEUT CONTENIR (+/-): Titanium Dioxide ( CI 77891 ), Iron Oxides ( CI 77491, 77492, 77499 ).",352,NYX Stay Matte But Not Flat Liquid Foundation,10.99,,http://makeup-api.herokuapp.com/api/v1/products/352.json,https://well.ca/products/nyx-stay-matte-but-not-flat-liquid_106808.html,foundation,https://well.ca,Ivory ;Natural  ;Nude  ;Tan  ;Tawny ,#EAD3B3;#E8BD90;#D2AD84;#CF9A79;#C38E6A,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/350/original/open-uri20171223-4-vetytd?1514063306,l'oreal,liquid,,"The ultimate in luminosity. L’Oréal Paris introduces its first liquid highlighter specifically crafted to highlight key features or illuminate all-over. Designed in Golden, Rose, and Ice shades that flatter every skintone from warm to neutral to cool. Features:Golden Illuminator enhances peachy or yellow tones in warm skintonesRose Illuminator enhances yellow, peachy, pink or blue tones in neutral skintonesIce Illuminator enhances pink or blue tones in cool skintonesHighlight key features or illuminate all-overLightweight formulaFor every skintone & undertoneINGREDIENTS: AQUA/WATER/EAU, DIMETHICONE, GLYCERIN, ALCOHOL DENAT, SYNTHETIC FLUORPHLOGOPITE, DIMETHICONE/POLYGLYCERIN-3, CROSSPOLYMER, ACRYLAMIDE/SODIUM, ACRYLOYLDIMETHYLTAURATE COPOLYMER, PHENOXYETHANOL, ISOHEXADECANE, CAPRYLYL GLYCOL, POLYSORBATE 80, DIPROPYLENE, GLYCOL TIN OXIDE ",350,L'Oreal Paris True Match Lumi Glow Liquid Foundation,16.99,,http://makeup-api.herokuapp.com/api/v1/products/350.json,https://well.ca/products/loreal-paris-true-match-lumi-glow_107479.html,foundation,https://well.ca,Golden ;Ice ;Rose ,#E2A587;#F9E6E0;#DBA777,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/349/original/data?1514063306,covergirl,liquid,,"CoverGirl Ready, Set Gorgeous foundation provides a flawless, natural look that lasts all day in one simple step!Features:Blends easily to even skin tone for a flawless lookShine free look lasts all dayOil free, won't clog poresApplication Tips: Dot foundation on forehead, cheeks and chin. Blend using fingertips or a makeup sponge. Use with any COVERGIRL Pressed Powder to help your look last.",349,"CoverGirl Ready, Set Gorgeous Liquid Makeup 105",8.99,,http://makeup-api.herokuapp.com/api/v1/products/349.json,https://well.ca/products/covergirl-ready-set-gorgeous-liquid_97267.html,foundation,https://well.ca,105;115;210;320;215;110;220,#F5C8A6;#E6B98F;#EEC392;#9A7751;#F5C497;#F8D5A7;#F4C891,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/348/original/data?1514063305,covergirl,liquid,,"CoverGirl Outlast Stay Fabulous 3-in-1 foundation is an all-in-one foundation with a long-lasting formula that fuses primer, 
concealer, and foundation in one easy step! The 3-in-1 formula provides a
 flawless look that lasts all day long.Features: All day, longwear formulaPrimer, concealer, and foundation in oneSmooth, flawless finishFoundation + Sunscreen SPF 20",348,CoverGirl Outlast Stay Fabulous 3-in-1 Foundation,12.49,,http://makeup-api.herokuapp.com/api/v1/products/348.json,https://well.ca/products/covergirl-outlast-stay-fabulous_74018.html,foundation,https://well.ca,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/347/original/data?1514063305,,liquid,,"This long-wear DaLish foundation starts out silky smooth—best applied using your fingers—and dries to a radiant matte finish. Light coverage ensures a natural-looking result, yet the buildable formula evens tone where you need it, for a perfect, cake-free base. Sunflower seed oil, rich in Vitamins A, D, and E, moisturizes, calms and protects skin without clogging pores. Shade Range: F01 - light – for very fair skin tones.FO2 - medium – DaLish's most popular shade. Fair to medium tones.FO3 - dark – for darker tone skin.Ingredients: Water, Coconut Alkanes, Coco-Caprylare/Caprate, Glycerin, Sorbitan Olivate, Polyglyceryl-3 Diisostearate, Caprylic/Capric Triglycerides, Carthamus Tinctoriur (Safflower) Oleosomes, Cetyl Palmitate, Sorbitan Palmitate, Sorbitan Olivate, Zinc Stearate, Sodium Benzoate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinals (Rosemary) Leaf Extract, Benzyl Alcohol, Dehydroacetic Acid, Benzoic Acid, Sorbic Acid, Tocopherol, Jojoba Ester May contain (+/-), Titanium Dioxide CI 77891, Mica CI 77019, Iron Oxide CI 77491, Iron Oxide CI 77492, Iron Oxide CI 77499. *Contains natural antioxidant* PEG free * ",347,DaLish Silk to Matte Foundation,44.0,,http://makeup-api.herokuapp.com/api/v1/products/347.json,https://well.ca/products/dalish-silk-to-matte-foundation_98219.html,foundation,https://well.ca,F01 - light  ;FO2 - medium ;FO3 - dark ,#edbc92;#dc8c68;#ba6839,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/345/original/data?1514063305,l'oreal,liquid,,"Discover instantly ageless skin. L'Oreal Paris Visible Lift Blur™ features Opti-Blur™ 
technology with a cushiony soft texture that glides on to blur the look 
of lines, wrinkles and uneven skin tone in seconds. Skin looks 
flawlessly smooth, instantly perfected.Ingredients: CYCLOPENTASILOXANE,
AQUA, ETHYLHEXYL
METHOXYCINNAMATE,
DIMETHICONE
CROSSPOLYMER,
GLYCERIN, ISOTRIDECYL
ISONONANOATE, PEG-9
POLYDIMETHYLSILOXYETHYL
DIMETHICONE,
DISTEARDIMONIUM
HECTORITE,
PHENOXYETHANOL,
PEG-10 DIMETHICONE,
HYDROLYZED WHEAT
PROTEIN/PVP
CROSSPOLYMER,
DISODIUM STEAROYL
GLUTAMATE,
CHLORPHENESIN,
METHYLPARABEN,
LYCIUM BARBARUM
FRUIT EXTRACT,
ACRYLATES
COPOLYMER,
POTASSIUM SORBATE,
ETHYLPARABEN,
TOCOPHEROL,
ASCORBYL PALMITATE,
PANTHENOL, PEG-9,
ALUMINUM HYDROXIDE,
CITRIC ACID, SODIUM
PCA, UREA, TREHALOSE,
POLYQUATERNIUM-51,
SOLUBLE COLLAGEN,
SODIUM HYALURONATE.
[+/- : CI 77891, MICA,
CI 77492, CI 77491,
CI 77499]


",345,L'Oreal Paris Visible Lift Blur Foundation ,18.99,,http://makeup-api.herokuapp.com/api/v1/products/345.json,https://well.ca/products/loreal-paris-visible-lift-blur_96664.html,foundation,https://well.ca,Light Ivory ;Classic Ivory ;Nude Beige  ;Creamy Natural ;Natural Buff ;Natural Beige ;Buff Beige ;Sun Beige ,#F9D4B6;#FCD1B9;#E4B99C;#EAC2A8;#E1B090;#D09F80;#D3A389;#D2A279,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/344/original/data?1514063303,covergirl,liquid,,"Clean Makeup’s formula lets your skin breathe, goes on easily and blends
 perfectly, so the world doesn't see makeup, just the look of great 
skin. The sensitive skin formula is fragrance and oil free, and is 
suitable for sensitive skin. Features: Light coverage, not heavy or cakeyNon-comedogenic (won't clog pores)Dermatologically tested",344,CoverGirl Clean Liquid Makeup Normal Skin ,9.49,,http://makeup-api.herokuapp.com/api/v1/products/344.json,https://well.ca/products/covergirl-clean-liquid-makeup-normal_74981.html,foundation,https://well.ca,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
